dir,system,species,mtime,n_blocks,atoms_per_block,cells_per_block,g_band_eff,g_band_src,ne,wmax,fgrid,aux_dw,eta,eta_ir_floor,interaction_cutoff,lowmask,cmsub,kk_percent,arms,ballistic,outcome,iterations,last_residual,size_gb,bulk_gb,read_by_code,mentioned_in_docs,verdict,reasons
local_mw/L2_taper_only,cnt33,C,2026-07-06,2,,,1,date,181,55.0,,,1e-12,,10.0,,,,1,,converged,48,8.7894e-11,0.0001,0.0,phonon/scripts/figures/local_vs_mw_current.py;phonon/scripts/verify/local_vs_mw_current.py,PLOTS.md;phonon/docs/d5a_eta0_bisection.md;phonon/docs/run_audit_2026-08.md;phonon/docs/spectral_deformation_audit.md;phonon/studies/out/local_mw/L2_bare_nf361/quatrex_config.toml;phonon/studies/out/local_mw/L2_bare_nf541/quatrex_config.toml;phonon/studies/out/local_mw/L2_eta0_tight/quatrex_config.toml;phonon/studies/out/local_mw/L2_plain_fft/quatrex_config.toml;phonon/studies/out/local_mw/L2_taper_only/quatrex_config.toml;phonon/studies/out/local_mw/L3_eta0/quatrex_config.toml;phonon/studies/out/local_mw/L3_eta07/quatrex_config.toml,keep-referenced,gband=1;cells_per_block=unknown;no-cm-subtraction
local_mw/L3_eta0,cnt33,C,2026-07-06,3,,,1,date,181,55.0,,,1e-12,,10.0,,,,1,,converged,295,0.00099407,0.0004,0.0,phonon/scripts/figures/local_vs_mw_current.py;phonon/scripts/verify/local_vs_mw_current.py,PLOTS.md;phonon/docs/d5a_eta0_bisection.md;phonon/docs/run_audit_2026-08.md;phonon/docs/spectral_deformation_audit.md;phonon/studies/out/local_mw/L2_bare_nf361/quatrex_config.toml;phonon/studies/out/local_mw/L2_bare_nf541/quatrex_config.toml;phonon/studies/out/local_mw/L2_eta0_tight/quatrex_config.toml;phonon/studies/out/local_mw/L2_plain_fft/quatrex_config.toml;phonon/studies/out/local_mw/L2_taper_only/quatrex_config.toml;phonon/studies/out/local_mw/L3_eta0/quatrex_config.toml;phonon/studies/out/local_mw/L3_eta07/quatrex_config.toml,keep-referenced,gband=1;cells_per_block=unknown;no-cm-subtraction
local_mw/L3_eta07,cnt33,C,2026-07-06,3,,,1,date,181,55.0,,,0.7,,10.0,,,,1,,converged,68,0.00092923,0.0001,0.0,phonon/scripts/figures/local_vs_mw_current.py;phonon/scripts/verify/local_vs_mw_current.py,PLOTS.md;phonon/docs/d5a_eta0_bisection.md;phonon/docs/run_audit_2026-08.md;phonon/docs/spectral_deformation_audit.md;phonon/studies/out/local_mw/L2_bare_nf361/quatrex_config.toml;phonon/studies/out/local_mw/L2_bare_nf541/quatrex_config.toml;phonon/studies/out/local_mw/L2_eta0_tight/quatrex_config.toml;phonon/studies/out/local_mw/L2_plain_fft/quatrex_config.toml;phonon/studies/out/local_mw/L2_taper_only/quatrex_config.toml;phonon/studies/out/local_mw/L3_eta0/quatrex_config.toml;phonon/studies/out/local_mw/L3_eta07/quatrex_config.toml,keep-referenced,finite-eta=0.7;gband=1;cells_per_block=unknown;no-cm-subtraction
mos2_conservation,mos2_film,,2026-08-07,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_mos2_dispersion_audit.py,phonon/docs/mos2_conservation_audit.md,keep-referenced,no-solver-log
newton_pc_bench,cnt33,,2026-08-16,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0001,0.0,phonon/scripts/figures/build_campaign_page.py;phonon/studies/_pc_bench.sh,,keep-referenced,no-solver-log
newton_tchain_d5a,cnt33,H+Si,2026-07-16,2,,,,unknown,361,66.0,,,1e-12,,10.0,,,,,,no-log,,,0.0,0.0,phonon/studies/_tchain_d5a.sh,phonon/studies/out/newton_tchain_d5a/quatrex_config.toml,keep-referenced,no-solver-log
positivity,unknown,,2026-08-09,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/scripts/figures/gband_campaign_figs.py;phonon/studies/_bubble_positivity.py;phonon/studies/_psd_trace_report.py;phonon/studies/conservation.py,phonon/docs/bubble_positivity.md;phonon/docs/mixed_representation_strategy.md;phonon/docs/observations_2026-08-15.md;phonon/docs/pole_scba_routes.md;phonon/docs/pole_sector_state_and_next_steps.md;phonon/docs/report_removed.md;phonon/docs/untested_paths.md,keep-referenced,no-solver-log
resonance_gain,unknown,,2026-08-03,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0464,0.0,phonon/scripts/figures/resonance_gain.py;phonon/studies/_resonance_gain_study.py,,keep-referenced,no-solver-log
si_divergence,unknown,,2026-08-10,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_si_divergence.py,phonon/docs/grid_audit.md,keep-referenced,no-solver-log
spatial_bed,unknown,,2026-08-27,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0111,0.0,phonon/studies/_conserving_spatial_tail_review.py;phonon/studies/_spatial_bed.py;phonon/studies/_spatial_hierarchy_review.py;phonon/studies/_spatial_tail_rank.py;phonon/studies/_spatial_tail_tails.py,,keep-referenced,no-solver-log
spatial_tail,unknown,,2026-08-27,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_spatial_tail_rank.py;phonon/studies/_spatial_tail_tails.py,,keep-referenced,no-solver-log
toy_grid/fig,unknown,,2026-07-13,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0005,0.0,phonon/scripts/figures/make_all.py;phonon/studies/_toy_grid_e6.py;phonon/studies/_toy_grid_e7.py;phonon/studies/_toy_grid_figs.py;phonon/studies/_toy_grid_ref.py;phonon/studies/_toy_grid_study.py,phonon/docs/grid_audit.md,keep-referenced,no-solver-log
units_parity/cnt33_L4,cnt33,C,2026-07-29,4,12,1,1,date,361,55.0,window,0.0,0.0,0.0,10.0,,,,1,yes,ballistic,2,0.0,0.0162,0.0,phonon/scripts/figures/cnt33_observables_atlas.py;phonon/studies/_units_parity.py,phonon/docs/cnt_campaign_2026-08.md;phonon/studies/out/units_parity/cnt33_L4/quatrex_config.toml,keep-referenced,gband=1;cells_per_block=1;no-cm-subtraction
