dir,system,species,mtime,n_blocks,atoms_per_block,cells_per_block,g_band_eff,g_band_src,ne,wmax,fgrid,aux_dw,eta,eta_ir_floor,interaction_cutoff,lowmask,cmsub,kk_percent,arms,ballistic,outcome,iterations,last_residual,size_gb,bulk_gb,read_by_code,mentioned_in_docs,verdict,reasons
mos2f6x3,mos2_film,Mo+S,2026-08-08,2,18,3,1,date+clamp,15001,16.0,window,0.0,0.0,0.0,10.0,,,,2,,crash+oom+timeout,,1042000.0,2.9464,,phonon/studies/_memory_model.py,phonon/docs/attic/spatial_truncation_derivation.md;phonon/docs/bubble_positivity.md;phonon/docs/mos2_kappa_z_ladder.md;phonon/docs/production_beds.md;phonon/docs/run_audit_2026-08.md;phonon/docs/untested_paths.md,keep-referenced,gband=1;h6-cutoff=10;crash;oom;timeout
mos2psd10,mos2_film,Mo+S,2026-08-15,3,,,2,date+clamp,262,16.0,file,0.02,0.0,0.0,10.0,,,,1,,incomplete,11,0.57869,0.0056,,phonon/studies/_psd_trace_report.py,phonon/docs/bubble_positivity.md;phonon/docs/mos2_kappa_z_ladder.md,keep-referenced,gband=2;cells_per_block=unknown;h6-cutoff=10
mos2psd10lm,mos2_film,Mo+S,2026-08-15,3,,,2,date+clamp,262,16.0,file,0.02,0.0,0.0,10.0,1.5,,,1,,incomplete,11,0.51466,0.0056,,,phonon/docs/bubble_positivity.md,superseded,gband=2;cells_per_block=unknown;h6-cutoff=10
mos2psd40,mos2_film,Mo+S,2026-08-15,3,,,2,date+clamp,262,16.0,file,0.02,0.0,0.0,40.0,,,,1,,incomplete,11,0.42085,0.0056,,,phonon/docs/mos2_kappa_z_ladder.md,superseded,gband=2;cells_per_block=unknown
mos2psd40b,mos2_film,Mo+S,2026-08-15,3,,,2,date+clamp,262,16.0,file,0.02,0.0,0.0,40.0,,,,1,,incomplete,39,0.03906,0.0057,,,phonon/docs/bubble_positivity.md,superseded,gband=2;cells_per_block=unknown
mos2soodS2,mos2_film,Mo+S,2026-08-09,2,6,1,,unknown,15001,16.0,window,0.01,0.0,0.0,30.0,,,,,,no-log,,,0.0,,,,analysis-only,no-solver-log
mos2soodS4,mos2_film,Mo+S,2026-08-09,2,12,2,1,date+clamp,15001,16.0,window,0.01,0.0,0.0,48.0,,,,1,,incomplete,9,0.31469,0.4116,,,phonon/docs/pole_sector_observations.md,superseded,gband=1
mos2soodS6,mos2_film,Mo+S,2026-08-09,2,18,3,1,date+clamp,15001,16.0,window,0.01,0.0,0.0,75.0,,,,1,,crash+oom,,,0.3105,,,,superseded,gband=1;crash;oom
mosr6b1,mos2_film,Mo+S,2026-08-13,6,6,1,2,env,1001,16.0,window,0.0,0,0.0,10.0,,,,1,,incomplete,2,7254.5,0.0417,,,,superseded,gband=2;cells_per_block=1;h6-cutoff=10
mosr6b2,mos2_film,Mo+S,2026-08-13,6,6,1,2,env,1001,16.0,window,0.0,0,0.0,10.0,,,,1,,incomplete,2,7254.5,0.0215,,,,superseded,gband=2;cells_per_block=1;h6-cutoff=10
mosreachbq,mos2_film,,2026-08-13,,,,3,date,2001,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
mosreachbq2,mos2_film,Mo+S,2026-08-13,2,12,2,1,env,2001,16.0,window,0.01,0,0.0,48.0,,,,1,,crash+timeout,,,0.0,,,,superseded,gband=1;crash;timeout
nsys-l4,cnt33,C,2026-07-31,4,12,1,1,date,41,55.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,2,0.80772,0.0183,,,,superseded,gband=1;cells_per_block=1
obc4k,unknown,,2026-08-14,,,,3,date,4001,,,,,,,,,,,,timeout,,,0.0,,,phonon/docs/report_removed.md,analysis-only,no-solver-log
obc8k2n,unknown,,2026-08-14,,,,3,date,8001,,,,,,,,,,,,timeout,,3296.3,0.2467,,,phonon/docs/pole_sector_observations.md;phonon/docs/report_removed.md;phonon/docs/run_audit_2026-08.md;phonon/docs/untested_paths.md,analysis-only,no-solver-log
obcfull,si_film,Si,2026-08-14,2,4,2,1,date+clamp,8001,35.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,2,3296.3,0.2467,,,phonon/docs/report_removed.md;phonon/docs/run_audit_2026-08.md;phonon/docs/untested_paths.md,superseded,gband=1
obcprobe,unknown,,2026-08-14,,,,3,date,8001,,,,,,,,,,,,crash+oom,,,0.3916,,phonon/studies/engine/obc_probe.sh,phonon/docs/pole_sector_observations.md;phonon/docs/report_removed.md,keep-referenced,no-solver-log
obcsr,si_film,Si,2026-08-14,2,4,2,1,date+clamp,8001,35.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,2,,0.2467,,,phonon/docs/report_removed.md;phonon/docs/run_audit_2026-08.md;phonon/docs/untested_paths.md,superseded,gband=1
out,unknown,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,,phonon/scripts/figures/_extract_grid_aliasing.py;phonon/scripts/figures/ballistic_wires.py;phonon/scripts/figures/build_campaign_page.py;phonon/scripts/figures/cnt33_cutoff.py;phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/eta0_convergence.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/gband_campaign_figs.py;phonon/scripts/figures/gband_length_scan.py;phonon/scripts/figures/local_vs_mw_current.py;phonon/scripts/figures/make_all.py;phonon/scripts/figures/pc_bench_figs.py;phonon/scripts/figures/r2_ballistic_wires.py;phonon/scripts/figures/r4_mixer_campaign.py;phonon/scripts/figures/resonance_gain.py;phonon/scripts/figures/retired/conservation_diagnosis.py;phonon/scripts/figures/retired/d5a_grid_ladder.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/si_film_conductance.py;phonon/scripts/figures/si_film_vs_guo.py;phonon/scripts/figures/sinw_d5a_ballistic_plateau.py;phonon/scripts/figures/sinw_d5a_eta0_panel.py;phonon/scripts/figures/solver_scaling.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/static_se_figs.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/_static_se_sweep.sh;phonon/scripts/verify/bulk_si_compressibility.py;phonon/scripts/verify/cnt33_cutoff_sweep.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/scripts/verify/static_se_analysis.py;phonon/studies/_adaptive_p1_fct_review.py;phonon/studies/_bench_sse_stages.py;phonon/studies/_bubble_positivity.py;phonon/studies/_campaign_figures.py;phonon/studies/_campaign_observables.py;phonon/studies/_cnt_fc3_compression_review.py;phonon/studies/_cnt_sparse_ring_gpu_bench.py;phonon/studies/_conserving_spatial_tail_review.py;phonon/studies/_eta0_diag_plots.py;phonon/studies/_gapruns.py;phonon/studies/_grid_regimes.py;phonon/studies/_grid_sideband.py;phonon/studies/_grid_stability_law.py;phonon/studies/_hybrid_frequency_review.py;phonon/studies/_ir_conserve_gate.py;phonon/studies/_ir_exponents.py;phonon/studies/_ir_killtest.py;phonon/studies/_ir_mode_census.py;phonon/studies/_ir_v34_gates.py;phonon/studies/_jvp_validate.py;phonon/studies/_lead_balance_gain.py;phonon/studies/_mixed_structure_review.py;phonon/studies/_mixer_campaign.py;phonon/studies/_mos2_dispersion_audit.py;phonon/studies/_nonuniform_grid_review.py;phonon/studies/_nonuniform_production_review.py;phonon/studies/_pc_bench.sh;phonon/studies/_resonance_gain_study.py;phonon/studies/_run_cnt33_L4_conservation.py;phonon/studies/_run_cnt33_L4_nugrid.py;phonon/studies/_run_cnt33_L8_kk.py;phonon/studies/_run_cnt33_length_gband.py;phonon/studies/_run_cnt33_long_gband3.py;phonon/studies/_run_d5a_bisect.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/_run_d5a_gridladder.py;phonon/studies/_run_d5a_nugrid.py;phonon/studies/_run_d5a_springgate.py;phonon/studies/_si_adaptive_fct_oracle.py;phonon/studies/_si_auxiliary_scba_review.py;phonon/studies/_si_ballistic_mode_count.py;phonon/studies/_si_divergence.py;phonon/studies/_si_kk_audit.py;phonon/studies/_spatial_bed.py;phonon/studies/_spatial_hierarchy_review.py;phonon/studies/_spatial_tail_rank.py;phonon/studies/_spatial_tail_tails.py;phonon/studies/_tchain_d5a.sh;phonon/studies/_toy_grid_e6.py;phonon/studies/_toy_grid_e7.py;phonon/studies/_toy_grid_figs.py;phonon/studies/_toy_grid_ref.py;phonon/studies/_toy_grid_study.py;phonon/studies/_units_parity.py;phonon/studies/_verify_sse_opts.py;phonon/studies/ballistic.py;phonon/studies/engine/reblock_device.py;phonon/studies/engine/run.py;phonon/studies/engine/write_config.py;phonon/studies/linewidths.py;phonon/studies/make_grid.py;phonon/studies/pipeline.py;phonon/studies/style.py;phonon/studies/summarize.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_spectral_transmission.py;src/quatrex/core/config.py;src/quatrex/core/scba.py;src/quatrex/phonon/pole_audit.py;src/quatrex/phonon/pole_congruence.py;src/quatrex/phonon/pole_tracker.py;tests/quatrex/phonon/test_pole_audit.py;tests/quatrex/phonon/test_prepare_nonuniform_production.py,MISSING.md;PLOTS.md;examples/cp2k/carbon-chain/README.md;phonon/docs/adaptive_collision_followup.md;phonon/docs/auxiliary_scba_production.md;phonon/docs/bubble_positivity.md;phonon/docs/cnt_observations.md;phonon/docs/conserving_vertex_findings.md;phonon/docs/d5a_eta0_bisection.md;phonon/docs/grid_audit.md;phonon/docs/ir_residue_derivation.md;phonon/docs/lab_notebook_archive.md;phonon/docs/mixed_representation_strategy.md;phonon/docs/mos2_conservation_audit.md;phonon/docs/nonuniform_grid_review.md;phonon/docs/observations_2026-08-15.md;phonon/docs/phph_acceleration_review.md;phonon/docs/pole_sector_roadmap.md;phonon/docs/pole_sector_state_and_next_steps.md;phonon/docs/production_beds.md;phonon/docs/report_rerun_backlog.md;phonon/docs/run_audit_2026-08.md;phonon/docs/si_film_microblock_campaign.md;phonon/docs/spectral_deformation_audit.md;phonon/finite_analysis/RESULTS_RUNBOOK.md;phonon/scripts/figures/retired/README.md;phonon/studies/out/anderson_test/cnt33_L10_linear/quatrex_config.toml;phonon/studies/out/anderson_test/cnt33_L4_gband2_rre/quatrex_config.toml;phonon/studies/out/anderson_test/cnt33_L4_gband2_rre_b02/quatrex_config.toml;phonon/studies/out/anderson_test/cnt33_L4_linear/quatrex_config.toml;phonon/studies/out/anderson_test/cnt33_L5_linear/quatrex_config.toml;phonon/studies/out/anderson_test/cnt33_L6_linear/quatrex_config.toml;phonon/studies/out/anderson_test/cnt33_L7_linear/quatrex_config.toml;phonon/studies/out/anderson_test/cnt33_L8_linear/quatrex_config.toml;phonon/studies/out/anderson_test/jprobe_snaps/MANIFEST.md;phonon/studies/out/anderson_test/local_L2/quatrex_config.toml;phonon/studies/out/d5a_bisect/flatzero/quatrex_config.toml;phonon/studies/out/d5a_bisect/gapzero/quatrex_config.toml;phonon/studies/out/d5a_bisect/ir_flat/quatrex_config.toml;phonon/studies/out/d5a_bisect/ir_gap/quatrex_config.toml;phonon/studies/out/d5a_bisect/ir_gap_flat/quatrex_config.toml;phonon/studies/out/d5a_bisect/ircut/quatrex_config.toml;phonon/studies/out/d5a_bisect/ircut_anderson/quatrex_config.toml;phonon/studies/out/d5a_bisect/ircut_rre/quatrex_config.toml;phonon/studies/out/d5a_gridladder/nf181/quatrex_config.toml;phonon/studies/out/d5a_gridladder/nf181_islandfrozen/quatrex_config.toml;phonon/studies/out/d5a_gridladder/nf181_windowed/quatrex_config.toml;phonon/studies/out/d5a_gridladder/nf361/quatrex_config.toml;phonon/studies/out/d5a_gridladder/nf721/quatrex_config.toml;phonon/studies/out/local_mw/L2_bare_nf361/quatrex_config.toml;phonon/studies/out/local_mw/L2_bare_nf541/quatrex_config.toml;phonon/studies/out/local_mw/L2_eta0_tight/quatrex_config.toml;phonon/studies/out/local_mw/L2_plain_fft/quatrex_config.toml;phonon/studies/out/local_mw/L2_taper_only/quatrex_config.toml;phonon/studies/out/local_mw/L3_eta0/quatrex_config.toml;phonon/studies/out/local_mw/L3_eta07/quatrex_config.toml;phonon/studies/out/newton_tchain_d5a/quatrex_config.toml;phonon/studies/out/units_parity/cnt33_L4/quatrex_config.toml,keep-referenced,no-solver-log
panal,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,crash,,,0.0,,,phonon/docs/pole_scba_routes.md,analysis-only,no-solver-log
panal2,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,7.9482,0.0,,,phonon/docs/pole_scba_routes.md,analysis-only,no-solver-log
panal3,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,2.6006,0.0,,,phonon/docs/pole_scba_routes.md;phonon/docs/pole_sector_state_and_next_steps.md,analysis-only,no-solver-log
pand,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0001,,,,analysis-only,no-solver-log
pbatch,unknown,,2026-08-14,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.7871,0.0107,,,,analysis-only,no-solver-log
pbatch2,unknown,,2026-08-14,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.7871,0.0107,,,,analysis-only,no-solver-log
pbatch3,unknown,,2026-08-14,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.7871,0.0106,,,,analysis-only,no-solver-log
pbc,unknown,,2026-08-13,,,,3,date,,,,,,,,,,,,,crash,,1.0,0.0,,phonon/examples/_nanowire.py,docs/user_guide/methodology/electrostatics.md,keep-referenced,no-solver-log
pbc2,unknown,,2026-08-13,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.92332,0.0,,,,analysis-only,no-solver-log
pbis,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
pbis2,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
pbis3,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
pcnv,unknown,,2026-08-13,,,,3,date,,,,,,,,,,,,,timeout,,0.0014211,0.0001,,,,analysis-only,no-solver-log
pcnvf,unknown,,2026-08-13,,,,3,date,,,,,,,,,,,,,timeout,,0.024401,0.0002,,,,analysis-only,no-solver-log
pcong,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.96473,0.0,,,,analysis-only,no-solver-log
pcong2,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.95959,0.0,,,phonon/docs/pole_scba_routes.md,analysis-only,no-solver-log
pconv,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0001,,,,analysis-only,no-solver-log
pconv2,unknown,,2026-08-11,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,,,phonon/docs/report_removed.md,analysis-only,no-solver-log
pdiag,si_film,Si,2026-08-14,3,2,1,2,date+clamp,141,35.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,24,5.0265,0.0045,,,,superseded,gband=2;cells_per_block=1
pfft,unknown,,2026-08-13,,,,3,date,,,,,,,,,,,,,timeout,,0.0018621,0.0001,,,,analysis-only,no-solver-log
pfix,si_film,Si,2026-08-14,3,2,1,2,date+clamp,141,35.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,29,4.8489,0.0049,,,,superseded,gband=2;cells_per_block=1
pfix150,si_film,Si,2026-08-14,3,2,1,2,date+clamp,141,35.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,149,0.038362,0.0103,,,phonon/docs/pole_sector_observations.md,superseded,gband=2;cells_per_block=1
pfrz,si_film,Si,2026-08-14,3,2,1,2,date+clamp,141,35.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,9,3676.0,0.0039,,,,superseded,gband=2;cells_per_block=1
pgA1,cnt33,C,2026-08-10,4,,,3,date,201,55.0,window,0.0,0.0,0.0,10.0,,,1.4,1,,incomplete,3,0.99972,0.0,,,,superseded,cells_per_block=unknown;extent-truncated=1.4%
pgate,cnt33,C,2026-08-14,4,,,3,date,201,55.0,window,0.0,0.0,0.0,10.0,,,,,,incomplete,3,3.6746,0.6356,,phonon/studies/_pole_gate_report.py,phonon/docs/cnt_observations.md;phonon/docs/pole_scba_implemented.md;phonon/docs/pole_sector_observations.md;phonon/docs/pole_sector_roadmap.md;phonon/docs/pole_sector_state_and_next_steps.md;phonon/docs/pole_solve_batching.md,keep-referenced,cells_per_block=unknown
pgate2,cnt33,,2026-08-10,,,,3,date,201,,,,,,,,,,,,crash,1,1.0,0.0,,,,superseded,cells_per_block=unknown;crash
pgate3,cnt33,,2026-08-10,,,,3,date,201,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
pgate4,cnt33,,2026-08-10,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
pgate5,cnt33,,2026-08-10,,,,3,date,,,,,,,,,,,,,timeout,,,0.0,,,,analysis-only,no-solver-log
pgate6,cnt33,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
pgate7,cnt33,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
physt,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0001,,,,analysis-only,no-solver-log
pnf,unknown,,2026-08-11,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,,,phonon/docs/report_removed.md,analysis-only,no-solver-log
pp1,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0001,,,phonon/docs/pole_scba_state.md,analysis-only,no-solver-log
pphaseA,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.56942,0.0,,,,analysis-only,no-solver-log
ppsd,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
ppsd2,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
pq2,unknown,,2026-08-13,,,,3,date,,,,,,,,,,,,,crash+oom,,0.060958,0.0,,,,analysis-only,no-solver-log
pqc,si_film,Si,2026-08-13,3,2,1,2,date+clamp,121,15.0,window,0.0,0.0,0.0,10.0,,,,3,,crash+oom,,,0.0,,,,superseded,gband=2;cells_per_block=1;crash;oom
preg,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.42698,0.0,,,phonon/docs/pole_sector_state_and_next_steps.md,analysis-only,no-solver-log
psi2,unknown,,2026-08-14,,,,3,date,,,,,,,,,,,,,timeout,,0.00092597,0.0002,,,phonon/docs/pole_sector_observations.md;phonon/docs/pole_solve_batching.md,analysis-only,no-solver-log
psih,si_film,Si,2026-08-14,3,2,1,2,date+clamp,141,35.0,window,0.0,0.0,0.0,10.0,,,,1,,timeout,22,0.30536,0.001,,,phonon/docs/pole_sector_observations.md,superseded,gband=2;cells_per_block=1;timeout
psip,unknown,,2026-08-13,,,,3,date,,,,,,,,,,,,,crash+timeout,,1.0,0.0001,,,,analysis-only,no-solver-log
psip2,unknown,,2026-08-14,,,,3,date,,,,,,,,,,,,,timeout,,0.11248,0.0,,,,analysis-only,no-solver-log
pstab,cnt33,C,2026-08-11,4,,,3,date,201,55.0,window,0.0,0.0,0.0,10.0,,,1.4,1,,incomplete,24,0.44195,0.0001,,,,superseded,cells_per_block=unknown;extent-truncated=1.4%
psub,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
psub2,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,timeout,,,0.0,,,,analysis-only,no-solver-log
psub3,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.96473,0.0,,,,analysis-only,no-solver-log
pv3,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0001,,,,analysis-only,no-solver-log
pyield,unknown,,2026-08-11,,,,3,date,,,,,,,,,,,,,crash+oom,,1.0,0.0,,,phonon/docs/pole_sector_state_and_next_steps.md,analysis-only,no-solver-log
ringceil18,unknown,,2026-08-02,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
ringv2,unknown,,2026-08-03,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
ringv2b,unknown,,2026-08-03,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
ringv3,unknown,,2026-08-03,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
ringvar,unknown,,2026-08-03,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
ringvarb,unknown,,2026-08-03,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
roofline,unknown,,2026-07-31,,,,1,date,,,,,,,,,,,,,no-solver-log,,,0.0,,,,analysis-only,no-solver-log
scale-b2,cnt33,C,2026-07-31,4,12,1,1,env,41,55.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,4,0.73796,0.0001,,,,superseded,gband=1;cells_per_block=1
scale-film-q,si_film,Si,2026-07-31,3,2,1,1,date,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,4,0.46315,0.001,,,,superseded,gband=1;cells_per_block=1
scale-s1,cnt33,C,2026-07-31,4,12,1,1,date,241,55.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,4,1.4576,0.0006,,,,superseded,gband=1;cells_per_block=1
scale-s2,cnt33,C,2026-07-31,4,12,1,1,date,241,55.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,4,1.4576,0.0006,,,,superseded,gband=1;cells_per_block=1
scale-s4,cnt33,C,2026-07-31,4,12,1,1,date,241,55.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,4,1.4576,0.0006,,,,superseded,gband=1;cells_per_block=1
scale-s4-nccl,cnt33,C,2026-07-31,4,12,1,1,date,241,55.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,4,1.4576,0.0007,,,,superseded,gband=1;cells_per_block=1
scale-s8,cnt33,C,2026-07-31,4,12,1,1,date,241,55.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,4,1.4576,0.0006,,,,superseded,gband=1;cells_per_block=1
si4x1,si_film,Si,2026-08-10,4,2,1,3,date,2801,28.0,window,0.0,0.0,0.0,10.0,,,,1,,timeout,9,20.967,0.4996,,,phonon/docs/attic/spatial_truncation_derivation.md;phonon/docs/bubble_positivity.md;phonon/docs/cnt_observations.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/spatial_representation.md,superseded,cells_per_block=1;timeout
si4x2,si_film,Si,2026-08-10,2,4,2,1,date+clamp,2801,28.0,window,0.0,0.0,0.0,10.0,,,,1,,timeout,12,0.31669,1.3651,,phonon/studies/engine/obc_probe.sh,phonon/docs/attic/spatial_truncation_derivation.md;phonon/docs/cnt_observations.md;phonon/docs/pole_sector_observations.md;phonon/docs/report_removed.md;phonon/docs/report_rerun_backlog.md;phonon/docs/run_audit_2026-08.md;phonon/docs/spatial_representation.md,keep-referenced,gband=1;timeout
si4x2b,si_film,Si,2026-08-10,2,4,2,1,date+clamp,2801,28.0,window,0.0,0.0,0.0,10.0,,,,1,,timeout,46,0.0069627,5.8424,,,phonon/docs/cnt_observations.md,superseded,gband=1;timeout
si8kprobe,si_film,Si,2026-08-14,2,4,2,1,date+clamp,8001,35.0,window,0.0,0.0,0.0,10.0,,,,1,,crash,,,0.2467,,,phonon/docs/pole_sector_observations.md;phonon/docs/report_removed.md;phonon/docs/run_audit_2026-08.md;phonon/docs/untested_paths.md,superseded,gband=1;crash
siDENSE,si_film,Si,2026-08-10,3,2,1,2,date+clamp,2801,28.0,window,0.0,0.0,0.0,10.0,,,,1,,timeout,12,18.864,0.0001,,,phonon/docs/report_removed.md,superseded,gband=2;cells_per_block=1;timeout
sicensus,si_film,,2026-08-15,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.00067481,0.1769,,phonon/studies/_si_census_report.py;phonon/studies/engine/si_census.sh,,keep-referenced,no-solver-log
sicensus2,si_film,,2026-08-15,,,,3,date,,,,,,,,,,,,,no-solver-log,,0.00067481,0.0,,,,analysis-only,no-solver-log
sichk_base,si_film,Si,2026-08-09,3,2,1,2,date+clamp,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,converged,69,9.5663e-08,0.0162,,phonon/studies/_band_range_report.py;phonon/studies/_si_divergence.py;phonon/studies/engine/si_census.sh;phonon/studies/engine/si_ladder.sh,phonon/docs/attic/spatial_band_range.md;phonon/docs/attic/spatial_truncation_derivation.md;phonon/docs/observations_2026-08-15.md;phonon/docs/pole_sector_observations.md;phonon/docs/pole_solve_batching.md;phonon/docs/production_beds.md;phonon/docs/run_audit_2026-08.md;phonon/docs/spatial_representation.md,keep-referenced,gband=2;cells_per_block=1
sichk_cut,si_film,Si,2026-08-09,3,2,1,2,date+clamp,15001,20.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,3,2394000.0,0.3629,,,phonon/docs/run_audit_2026-08.md,superseded,gband=2;cells_per_block=1
sichk_ext,si_film,Si,2026-08-09,3,2,1,2,date+clamp,121,20.0,window,0.0,0.0,0.0,10.0,,,,1,,converged,59,8.8278e-08,0.0034,,,phonon/docs/pole_sector_observations.md;phonon/docs/production_beds.md;phonon/docs/run_audit_2026-08.md,superseded,gband=2;cells_per_block=1
sichk_res,si_film,Si,2026-08-09,3,2,1,2,date+clamp,15001,20.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,3,2394000.0,0.3629,,phonon/studies/_si_adaptive_fct_oracle.py,phonon/docs/adaptive_collision_followup.md;phonon/docs/pole_sector_observations.md,keep-referenced,gband=2;cells_per_block=1
sifilm3b,si_film,Si,2026-08-03,3,,,2,date+clamp,121,15.0,window,0.0,0.0,0.0,10.0,,,,2,yes,ballistic+crash,,0.0,0.003,,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,gband=2;cells_per_block=unknown;crash
sifilm3q13,si_film,Si,2026-08-05,3,2,1,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,1.483,,,,analysis-only,no-solver-log
sifilm3q13b,si_film,Si,2026-08-05,3,2,1,2,date+clamp,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,yes,ballistic,,0.0,0.0061,,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,gband=2;cells_per_block=1
sifilm3s,si_film,Si,2026-08-03,3,,,2,date+clamp,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,timeout,63,0.001541,0.0004,,phonon/scripts/figures/_extract_film_kappa.py;phonon/studies/_lead_balance_gain.py,,keep-referenced,gband=2;cells_per_block=unknown;timeout
sifilm3s2,si_film,Si,2026-08-03,3,,,2,date+clamp,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,converged,69,0.00099284,0.1455,,,phonon/docs/run_audit_2026-08.md,superseded,gband=2;cells_per_block=unknown
sifilm5b,si_film,Si,2026-08-03,5,2,1,1,env,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,yes,ballistic,,0.0,0.6633,,phonon/scripts/figures/_extract_film_kappa.py,phonon/docs/bubble_positivity.md,keep-referenced,gband=1;cells_per_block=1
