dir,system,species,mtime,n_blocks,atoms_per_block,cells_per_block,g_band_eff,g_band_src,ne,wmax,fgrid,aux_dw,eta,eta_ir_floor,interaction_cutoff,lowmask,cmsub,kk_percent,arms,ballistic,outcome,iterations,last_residual,size_gb,bulk_gb,read_by_code,mentioned_in_docs,verdict,reasons
mos2_refit80,mos2_film,,2026-08-01,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0053,0.0,,,analysis-only,no-solver-log
mos2_scp300v2,mos2_film,,2026-08-03,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0001,0.0,phonon/scripts/figures/mos2_fit_audit.py;phonon/studies/_mos2_fc4_reap.py,,keep-referenced,no-solver-log
mos2decomp2,mos2_film,,2026-08-03,,,,3,date,,,,,,,,,,,,,crash,,,0.0,0.0,phonon/scripts/figures/_extract_factor_audit.py,,keep-referenced,no-solver-log
mos2decomp3,mos2_film,,2026-08-03,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,phonon/scripts/figures/_extract_factor_audit.py,,keep-referenced,no-solver-log
mos2f10b,mos2_film,Mo+S,2026-08-03,10,6,1,,unknown,121,16.0,file,0.02,0.0,0.0,10.0,,,,,yes,ballistic,,,0.0181,0.0,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,no-solver-log
mos2f16b,mos2_film,Mo+S,2026-08-03,16,6,1,,unknown,121,16.0,file,0.02,0.0,0.0,10.0,,,,,yes,ballistic,,,0.029,0.0,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,no-solver-log
mos2f2dense/out,mos2_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_memory_model.py,phonon/docs/grid_audit.md;phonon/docs/mos2_kappa_z_ladder.md,keep-referenced,no-solver-log
mos2f3/out,mos2_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/scripts/figures/_extract_mos2_spiral.py;phonon/scripts/figures/gpu_campaign_figs.py;phonon/studies/_bubble_positivity.py;phonon/studies/_lead_balance_gain.py;phonon/studies/_mos2_dispersion_audit.py;phonon/studies/engine/reblock_device.py;tests/quatrex/phonon/test_audit_runs.py,phonon/docs/bubble_positivity.md;phonon/docs/mos2_kappa_z_ladder.md;phonon/docs/report_removed.md;phonon/docs/run_audit_2026-08.md,keep-referenced,no-solver-log
mos2f3-abl-lm15,mos2_film,Mo+S,2026-08-04,3,6,1,2,date+clamp,121,16.0,window,0.0,0.0,0.0,10.0,1.5,,,1,,incomplete,360,90910.0,0.0006,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,phonon/docs/observations_2026-08-15.md,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10
mos2f3-ablcoarse,mos2_film,Mo+S,2026-08-04,3,6,1,2,date+clamp,121,16.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,46,1047.0,0.0001,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10
mos2f3-asr,mos2_film,Mo+S,2026-08-04,3,,,2,date+clamp,267,16.0,file,0.02,0.0,0.0,10.0,,,,1,,timeout,25,1.0,0.0,0.0,phonon/scripts/figures/_extract_mos2_spiral.py;phonon/studies/_asr_project_film_job.sh,,keep-referenced,gband=2;cells_per_block=unknown;h6-cutoff=10;timeout
mos2f3-aux13,mos2_film,Mo+S,2026-08-04,3,6,1,2,date+clamp,264,16.0,file,0.02,0.0,0.0,10.0,,,,1,,incomplete,35,5388.0,0.0001,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10
mos2f3-b2cont,mos2_film,Mo+S,2026-08-03,3,6,1,2,date+clamp,121,16.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,65,614500.0,0.0001,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10
mos2f3-lm03,mos2_film,Mo+S,2026-08-04,3,6,1,2,date+clamp,267,16.0,file,0.02,0.0,0.0,10.0,0.3,,,1,,timeout,28,1.0,0.0001,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,phonon/docs/observations_2026-08-15.md,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10;timeout
mos2f3-lm15,mos2_film,Mo+S,2026-08-04,3,6,1,2,date+clamp,267,16.0,file,0.02,0.0,0.0,10.0,1.5,,,1,,timeout,28,1.0,0.0,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,phonon/docs/observations_2026-08-15.md,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10;timeout
mos2f3-u121,mos2_film,Mo+S,2026-08-03,3,6,1,2,date+clamp,121,16.0,window,0.02,0.0,0.0,10.0,,,,1,,timeout,55,1.0,0.0001,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10;timeout
mos2f3-u2001,mos2_film,Mo+S,2026-08-04,3,,,2,date+clamp,2001,16.0,file,0.02,0.0,0.0,10.0,,,,1,,incomplete,3,6495.0,0.0,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,,keep-referenced,gband=2;cells_per_block=unknown;h6-cutoff=10
mos2f3-u2001-lm15,mos2_film,Mo+S,2026-08-04,3,,,2,date+clamp,2001,16.0,file,0.02,0.0,0.0,10.0,1.5,,,1,,timeout,28,0.9334,0.0,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,phonon/docs/observations_2026-08-15.md,keep-referenced,gband=2;cells_per_block=unknown;h6-cutoff=10;timeout
mos2f3-u2001-lm15b,mos2_film,Mo+S,2026-08-04,3,,,2,date+clamp,2001,16.0,file,0.02,0.0,0.0,10.0,1.5,,,1,,timeout,64,0.9999,0.0001,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,phonon/docs/observations_2026-08-15.md,keep-referenced,gband=2;cells_per_block=unknown;h6-cutoff=10;timeout
mos2f3-u2001-noaux,mos2_film,Mo+S,2026-08-04,3,,,2,date+clamp,2001,16.0,file,0.02,0.0,0.0,10.0,,,,1,,incomplete,3,46110.0,0.0,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,,keep-referenced,gband=2;cells_per_block=unknown;h6-cutoff=10
mos2f3-xs0,mos2_film,Mo+S,2026-08-03,3,6,1,2,date+clamp,264,16.0,file,0.02,0.0,0.0,10.0,,,,1,,incomplete,37,1042.0,0.0001,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10
mos2f3b2,mos2_film,Mo+S,2026-08-03,3,6,1,,unknown,121,16.0,file,0.02,0.0,0.0,10.0,,,,,yes,ballistic,,,0.0025,0.0,phonon/scripts/figures/_extract_film_kappa.py,phonon/docs/report_removed.md,keep-referenced,no-solver-log
mos2f3long,mos2_film,Mo+S,2026-08-02,3,6,1,2,date+clamp,267,16.0,file,0.02,0.0,0.0,10.0,,,,1,,incomplete,94,18380.0,0.6076,0.0,phonon/scripts/figures/_extract_mos2_spiral.py;phonon/studies/_ir_exponents.py;phonon/studies/_lead_balance_gain.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10
mos2f3mr,mos2_film,Mo+S,2026-08-03,3,6,1,2,date+clamp,267,16.0,file,0.02,0.0,0.0,10.0,,,,2,,incomplete,14,0.97473,0.0001,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10
mos2f3nu/out,mos2_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/scripts/figures/_extract_grid_aliasing.py;phonon/studies/_bubble_positivity.py;phonon/studies/_ir_exponents.py;phonon/studies/_ir_killtest.py;phonon/studies/_lead_balance_gain.py;phonon/studies/_mixed_structure_review.py,phonon/docs/bubble_positivity.md;phonon/docs/report_removed.md,keep-referenced,no-solver-log
mos2f3o4,mos2_film,Mo+S,2026-08-03,3,6,1,2,date+clamp,264,16.0,file,0.02,0.0,0.0,10.0,,,,4,,timeout,27,58640000000.0,0.0015,0.0,phonon/scripts/figures/_extract_mos2_spiral.py;phonon/studies/_bubble_positivity.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10;timeout
mos2f3q7b2,mos2_film,Mo+S,2026-08-05,3,6,1,2,date+clamp,262,16.0,file,0.02,0.0,0.0,10.0,,,,1,yes,ballistic,,0.0,0.0107,0.0,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10
mos2f3q9b2,mos2_film,Mo+S,2026-08-05,3,6,1,2,date+clamp,262,16.0,file,0.02,0.0,0.0,10.0,,,,1,yes,ballistic,,0.0,0.0177,0.0,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10
mos2f3scp,mos2_film,,2026-08-03,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0069,0.0,phonon/studies/_asr_project_film_job.sh;phonon/studies/_bubble_positivity.py;phonon/studies/_ir_killtest.py,phonon/docs/run_audit_2026-08.md,keep-referenced,no-solver-log
mos2f3tp,mos2_film,Mo+S,2026-08-03,3,6,1,2,date+clamp,267,16.0,file,0.02,0.0,0.0,10.0,,,,1,,incomplete,29,1.0,0.0001,0.0,phonon/scripts/figures/_extract_mos2_spiral.py,,keep-referenced,gband=2;cells_per_block=1;h6-cutoff=10
mos2f4dense/out,mos2_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_memory_model.py,phonon/docs/bubble_positivity.md;phonon/docs/mos2_kappa_z_ladder.md;phonon/docs/report_removed.md,keep-referenced,no-solver-log
mos2f6b,mos2_film,Mo+S,2026-08-03,6,6,1,,unknown,121,16.0,file,0.02,0.0,0.0,10.0,,,,,yes,ballistic,,,0.0165,0.0,phonon/scripts/figures/_extract_film_kappa.py,,keep-referenced,no-solver-log
mos2f6x1/out,mos2_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_bubble_positivity.py,phonon/docs/attic/spatial_truncation_derivation.md;phonon/docs/bubble_positivity.md;phonon/docs/run_audit_2026-08.md,keep-referenced,no-solver-log
mos2f6x2,mos2_film,Mo+S,2026-08-08,3,12,2,,unknown,121,16.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0036,0.0,phonon/studies/_bubble_positivity.py;phonon/studies/engine/reblock_device.py,phonon/docs/bubble_positivity.md;phonon/docs/production_beds.md;phonon/docs/untested_paths.md,keep-referenced,no-solver-log
mos2f6x3/out,mos2_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_memory_model.py,phonon/docs/attic/spatial_truncation_derivation.md;phonon/docs/bubble_positivity.md;phonon/docs/mos2_kappa_z_ladder.md;phonon/docs/production_beds.md;phonon/docs/run_audit_2026-08.md;phonon/docs/untested_paths.md,keep-referenced,no-solver-log
mos2film_L3_nk5_ls,mos2_film,Mo+S,2026-08-01,3,6,1,2,date+clamp,121,16.0,window,0.0,0.0,0.0,10.0,,,,,,no-solver-log,,,0.0017,0.0,phonon/studies/_mos2_dispersion_audit.py,,keep-referenced,no-solver-log
mos2film_L3_nk5_scp,mos2_film,,2026-08-01,,6,1,,unknown,,,,,,,,,,,,,no-log,,,0.0017,0.0,phonon/studies/_mos2_dispersion_audit.py;phonon/studies/_mos2_fc4_reap.py,,keep-referenced,no-solver-log
mos2psd10/out,mos2_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_psd_trace_report.py,phonon/docs/bubble_positivity.md;phonon/docs/mos2_kappa_z_ladder.md,keep-referenced,no-solver-log
newton-L4,cnt33,C,2026-07-16,4,12,1,1,date,181,55.0,,,1e-12,,10.0,,,2.6,2,,incomplete,34,0.067228,0.0,0.0,,phonon/docs/observations_2026-08-15.md,superseded,gband=1;cells_per_block=1;extent-truncated=2.6%
newton-ab,cnt33,,2026-07-16,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,,,analysis-only,no-solver-log
newton-pc-fresh,cnt33,C,2026-07-16,4,12,1,1,date,181,55.0,,,1e-12,,10.0,,,21.9,1,,incomplete,11,0.062317,0.0,0.0,phonon/scripts/figures/pc_bench_figs.py;tests/quatrex/phonon/test_audit_runs.py,phonon/docs/run_audit_2026-08.md,keep-referenced,gband=1;cells_per_block=1;extent-truncated=21.9%
newton-pc-none,cnt33,C,2026-07-16,4,12,1,1,date,181,55.0,,,1e-12,,10.0,,,21.9,1,,incomplete,11,0.05842,0.0,0.0,phonon/scripts/figures/pc_bench_figs.py;tests/quatrex/phonon/test_audit_runs.py,phonon/docs/run_audit_2026-08.md,keep-referenced,gband=1;cells_per_block=1;extent-truncated=21.9%
newton-pc-none-x,cnt33,C,2026-07-17,4,12,1,1,date,181,55.0,,,1e-12,,10.0,,,21.9,1,,incomplete,34,0.058135,0.0,0.0,phonon/scripts/figures/pc_bench_figs.py;tests/quatrex/phonon/test_audit_runs.py,phonon/docs/run_audit_2026-08.md,keep-referenced,gband=1;cells_per_block=1;extent-truncated=21.9%
newton-pc-recycle,cnt33,C,2026-07-16,4,12,1,1,date,181,55.0,,,1e-12,,10.0,,,21.9,1,,incomplete,11,0.06223,0.0,0.0,phonon/scripts/figures/pc_bench_figs.py;tests/quatrex/phonon/test_audit_runs.py,phonon/docs/run_audit_2026-08.md,keep-referenced,gband=1;cells_per_block=1;extent-truncated=21.9%
newton-pc-recycle-x,cnt33,C,2026-07-16,4,12,1,1,date,181,55.0,,,1e-12,,10.0,,,21.9,1,,incomplete,34,0.059899,0.0,0.0,phonon/scripts/figures/pc_bench_figs.py;tests/quatrex/phonon/test_audit_runs.py,phonon/docs/run_audit_2026-08.md,keep-referenced,gband=1;cells_per_block=1;extent-truncated=21.9%
pgate/out,cnt33,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_pole_gate_report.py,phonon/docs/cnt_observations.md;phonon/docs/pole_scba_implemented.md;phonon/docs/pole_sector_observations.md;phonon/docs/pole_sector_roadmap.md;phonon/docs/pole_sector_state_and_next_steps.md;phonon/docs/pole_solve_batching.md,keep-referenced,no-solver-log
pgate3,cnt33,,2026-08-10,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,,,analysis-only,no-solver-log
phph_physics,unknown,,2026-06-11,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0001,0.0,,,analysis-only,no-solver-log
prod/audit_conv,unknown,H+Si,2026-06-11,2,21,1,1,date,161,18.0,,,0.45,,10.0,,,,15,,converged,,1.0,2.3859,0.0,phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/decomposed_sse_conservation.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/phph_scaling_figs.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/studies/_bubble_positivity.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/engine/run.py;phonon/studies/pipeline.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_cnt_prod.py;slides/plot_d5a_variants_prod.py;slides/plot_srtio3_transport.py;src/qttools/comm/comm.py,PLOTS.md;phonon/docs/lab_notebook_archive.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/solver_audit.md,keep-referenced,finite-eta=0.45;gband=1;cells_per_block=1
prod/audit_obc,unknown,H+Si,2026-06-11,3,2,1,1,date,121,18.0,,,0.4,,10.0,,,,4,,incomplete,,1.0,0.0007,0.0,phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/decomposed_sse_conservation.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/phph_scaling_figs.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/studies/_bubble_positivity.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/engine/run.py;phonon/studies/pipeline.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_cnt_prod.py;slides/plot_d5a_variants_prod.py;slides/plot_srtio3_transport.py;src/qttools/comm/comm.py,PLOTS.md;phonon/docs/lab_notebook_archive.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/solver_audit.md,keep-referenced,finite-eta=0.4;gband=1;cells_per_block=1
prod/cnt33,cnt33,C,2026-06-11,2,,,1,date,121,55.0,,,0.45,,10.0,,,,18,,incomplete,49,0.011445,0.0008,0.0,phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/decomposed_sse_conservation.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/phph_scaling_figs.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/studies/_bubble_positivity.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/engine/run.py;phonon/studies/pipeline.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_cnt_prod.py;slides/plot_d5a_variants_prod.py;slides/plot_srtio3_transport.py;src/qttools/comm/comm.py,PLOTS.md;phonon/docs/lab_notebook_archive.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/solver_audit.md,keep-referenced,finite-eta=0.45;gband=1;cells_per_block=unknown
prod/cnt80,cnt33,C,2026-06-11,3,,,1,date,81,50.0,,,0.7,,10.0,,,,4,,incomplete,29,0.052923,0.0001,0.0,phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/decomposed_sse_conservation.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/phph_scaling_figs.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/studies/_bubble_positivity.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/engine/run.py;phonon/studies/pipeline.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_cnt_prod.py;slides/plot_d5a_variants_prod.py;slides/plot_srtio3_transport.py;src/qttools/comm/comm.py,PLOTS.md;phonon/docs/lab_notebook_archive.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/solver_audit.md,keep-referenced,finite-eta=0.7;gband=1;cells_per_block=unknown
prod/d5a_variants,unknown,H+Si,2026-06-11,2,21,1,1,date,41,18.0,,,0.11,,10.0,,,,32,,crash,59,0.22668,2.2398,0.0,phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/decomposed_sse_conservation.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/phph_scaling_figs.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/studies/_bubble_positivity.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/engine/run.py;phonon/studies/pipeline.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_cnt_prod.py;slides/plot_d5a_variants_prod.py;slides/plot_srtio3_transport.py;src/qttools/comm/comm.py,PLOTS.md;phonon/docs/lab_notebook_archive.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/solver_audit.md,keep-referenced,finite-eta=0.11;gband=1;cells_per_block=1;crash
prod/geom,unknown,,2026-06-11,,2,1,1,date,,,,,,,,,,,,,no-solver-log,,,1.5517,0.0,phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/decomposed_sse_conservation.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/phph_scaling_figs.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/studies/_bubble_positivity.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/engine/run.py;phonon/studies/pipeline.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_cnt_prod.py;slides/plot_d5a_variants_prod.py;slides/plot_srtio3_transport.py;src/qttools/comm/comm.py,PLOTS.md;phonon/docs/lab_notebook_archive.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/solver_audit.md,keep-referenced,no-solver-log
prod/sigma_misscaled_archive,unknown,,2026-06-11,2,,,1,date,41,,,,0.11,,,,,,12,,incomplete,5,0.81252,0.0002,0.0,phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/decomposed_sse_conservation.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/phph_scaling_figs.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/studies/_bubble_positivity.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/engine/run.py;phonon/studies/pipeline.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_cnt_prod.py;slides/plot_d5a_variants_prod.py;slides/plot_srtio3_transport.py;src/qttools/comm/comm.py,PLOTS.md;phonon/docs/lab_notebook_archive.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/solver_audit.md,keep-referenced,finite-eta=0.11;gband=1;cells_per_block=unknown
prod/sinw_d11a,unknown,H+Si,2026-06-11,3,,,1,date,41,18.0,,,0.11,,10.0,,,,7,,incomplete,17,1.0,0.0001,0.0,phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/decomposed_sse_conservation.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/phph_scaling_figs.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/studies/_bubble_positivity.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/engine/run.py;phonon/studies/pipeline.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_cnt_prod.py;slides/plot_d5a_variants_prod.py;slides/plot_srtio3_transport.py;src/qttools/comm/comm.py,PLOTS.md;phonon/docs/lab_notebook_archive.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/solver_audit.md,keep-referenced,finite-eta=0.11;gband=1;cells_per_block=unknown
prod/sinw_d5a,unknown,H+Si,2026-06-11,2,21,1,1,date,41,18.0,,,0.11,,10.0,,,,24,,converged,29,307620.0,0.2329,0.0,phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/decomposed_sse_conservation.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/phph_scaling_figs.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/studies/_bubble_positivity.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/engine/run.py;phonon/studies/pipeline.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_cnt_prod.py;slides/plot_d5a_variants_prod.py;slides/plot_srtio3_transport.py;src/qttools/comm/comm.py,PLOTS.md;phonon/docs/lab_notebook_archive.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/solver_audit.md,keep-referenced,finite-eta=0.11;gband=1;cells_per_block=1
prod/srtio3,srtio3,O+Sr+Ti,2026-06-11,2,,,1,date,121,26.0,,,0.3,,10.0,,,,10,,converged,49,0.0050861,0.0004,0.0,phonon/scripts/figures/cnt33_finite_eta_bias.py;phonon/scripts/figures/cnt33_gq_length.py;phonon/scripts/figures/cnt33_observables_atlas.py;phonon/scripts/figures/conservation_figs.py;phonon/scripts/figures/decomposed_sse_conservation.py;phonon/scripts/figures/eta0_physics.py;phonon/scripts/figures/phph_scaling_figs.py;phonon/scripts/figures/retired/eta0_knob_ablation.py;phonon/scripts/figures/srtio3_eta0_transport.py;phonon/scripts/figures/transmission_physicality.py;phonon/scripts/verify/local_vs_mw_current.py;phonon/studies/_bubble_positivity.py;phonon/studies/_run_d5a_fixed_export.py;phonon/studies/engine/run.py;phonon/studies/pipeline.py;phonon/studies/transport.py;slides/make_slide_assets.py;slides/plot_cnt_prod.py;slides/plot_d5a_variants_prod.py;slides/plot_srtio3_transport.py;src/qttools/comm/comm.py,PLOTS.md;phonon/docs/lab_notebook_archive.md;phonon/docs/pole_sector_observations.md;phonon/docs/run_audit_2026-08.md;phonon/docs/solver_audit.md,keep-referenced,finite-eta=0.3;gband=1;cells_per_block=unknown
production_coupled_q/snapshots,unknown,,2026-06-11,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0001,0.0,phonon/scripts/figures/prod_qfilm.py,,keep-referenced,no-solver-log
reference/hiphive-examples,unknown,,2026-08-24,,,,,unknown,,,,,,,,,,,,,no-log,,,0.2692,0.0,phonon/phonon_inputs/hiphive_fc3.py;phonon/phonon_inputs/thirdorder.py;phonon/scripts/figures/srtio3_rattle_renorm.py;phonon/scripts/si_micro_gate.py;phonon/studies/_grid_regimes.py;phonon/studies/_mixed_structure_review.py;phonon/studies/_prepare_nonuniform_production.py;phonon/studies/_si_kk_audit.py;tests/phonon_inputs/test_hiphive_rattle_phonon.py;tests/quatrex/phonon/test_si_micro_gate.py;tests/quatrex/phonon/test_sse_aux_grid.py,phonon/docs/attic/pole_subtracted_modal_scba.md;phonon/docs/nonuniform_grid_review.md,keep-referenced,no-solver-log
si-aux-inputs,unknown,,2026-08-02,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0045,0.0045,phonon/studies/_si_auxiliary_scba_review.py,phonon/docs/auxiliary_scba_production.md;phonon/docs/phph_acceleration_review.md,keep-referenced,no-solver-log
