dir,system,species,mtime,n_blocks,atoms_per_block,cells_per_block,g_band_eff,g_band_src,ne,wmax,fgrid,aux_dw,eta,eta_ir_floor,interaction_cutoff,lowmask,cmsub,kk_percent,arms,ballistic,outcome,iterations,last_residual,size_gb,bulk_gb,read_by_code,mentioned_in_docs,verdict,reasons
si-aux-l3c,si_film,Si,2026-08-28,3,2,1,2,date+clamp,141,35,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,,0.00083267,0.0089,0.0,,phonon/docs/auxiliary_scba_production.md;phonon/docs/phph_acceleration_review.md,superseded,gband=2;cells_per_block=1
si-aux-l8b,si_film,Si,2026-08-28,8,2,1,3,date,121,15.0,window,0.0,0.0,0.0,10.0,,,46.2,1,,incomplete,,0.047602,0.0298,0.0,phonon/studies/_mixed_structure_review.py;phonon/studies/_si_long_film_spatial_gate.py,phonon/docs/auxiliary_scba_production.md;phonon/docs/phph_acceleration_review.md,keep-referenced,cells_per_block=1;extent-truncated=46.2%
si-big-conventional-100-reap,unknown,,2026-08-30,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0049,0.0,,phonon/docs/phph_acceleration_review.md,analysis-only,no-solver-log
si-big-fc4-refit-conventional-100-reap,unknown,,2026-08-30,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0215,0.0,,,analysis-only,no-solver-log
si-conventional-100-fc4refit-l5-q13-cp128-bounded,unknown,,2026-08-30,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,,,analysis-only,no-solver-log
si-conventional-100-fc4refit-l5-q13-cp128-bounded-v2,unknown,,2026-08-30,,8,1,3,date,,,,,,,,,,,,,no-solver-log,,,0.1301,0.1197,,,no-log-inputs,no-solver-log
si-conventional-100-fc4refit-l5-q13-fastfit,unknown,,2026-08-30,,8,1,3,date,,,,,,,,,,,,,no-solver-log,,,0.0688,0.0584,,,no-log-inputs,no-solver-log
si-conventional-100-fc4refit-l5-q13-r256-fastfit,unknown,,2026-08-30,,8,1,3,date,,,,,,,,,,,,,no-solver-log,,,0.09,0.0796,,,no-log-inputs,no-solver-log
si-conventional-100-fc4refit-l5-q13-r256-refit,unknown,,2026-08-30,,8,1,3,date,,,,,,,,,,,,,no-solver-log,,,0.0901,0.0797,,,no-log-inputs,no-solver-log
si-conventional-100-fc4refit-l5-q13-r384-fastfit,unknown,,2026-08-30,,8,1,3,date,,,,,,,,,,,,,no-solver-log,,,0.133,0.1226,,,no-log-inputs,no-solver-log
si-conventional-100-fc4refit-l5-q3-cp128-bounded,unknown,,2026-08-30,,8,1,3,date,,,,,,,,,,,,,no-solver-log,,,0.0121,0.0058,,,no-log-inputs,no-solver-log
si-conventional-100-fc4refit-l5-q3-dense-broyden,si_film,Si,2026-08-30,1,40,7,0,date+clamp,41,40.0,window,1.0,0.0,0.0,10.0,,,,1,,timeout,16,0.29092,0.2376,0.2375,,,superseded,gband=0;timeout
si-conventional-100-fc4refit-l5-q3-dense-exact-newton,si_film,Si,2026-08-30,1,,,0,date+clamp,41,40.0,window,1.0,0.0,0.0,10.0,,,,1,,incomplete,5,0.0020498,0.4752,0.2375,,,superseded,gband=0;cells_per_block=unknown
si-conventional-100-fc4refit-l5-q3-dense-exact-newton-2,si_film,Si,2026-08-30,1,,,0,date+clamp,41,40.0,window,1.0,0.0,0.0,10.0,,,,1,,converged,2,2.763e-10,0.4752,0.2375,,,superseded,gband=0;cells_per_block=unknown
si-conventional-100-fc4refit-l5-q3-dense-exact-newton-w05,si_film,Si,2026-08-30,1,,,,unknown,81,40.0,window,0.5,0.0,0.0,10.0,,,,,,no-log,,,0.4693,0.0,,,no-log-outputs,no-solver-log
si-conventional-100-fc4refit-l5-q3-dense-exact-newton-w05-2,si_film,Si,2026-08-30,1,,,,unknown,81,40.0,window,0.5,0.0,0.0,10.0,,,,,,no-log,,,0.0,0.0,,,analysis-only,no-solver-log
si-conventional-100-fc4refit-l5-q3-dense-exact-newton-w05-relmerit,si_film,Si,2026-08-30,1,,,0,date+clamp,81,40.0,window,0.5,0.0,0.0,10.0,,,,1,,timeout,1,0.42423,0.0001,0.0,,,superseded,gband=0;cells_per_block=unknown;timeout
si-conventional-100-fc4refit-l5-q3-dense-gate,si_film,Si,2026-08-30,1,40,7,,unknown,41,40.0,window,1.0,0.0,0.0,10.0,,,,,,no-log,,,0.4962,0.4844,,,no-log-inputs,no-solver-log
si-conventional-100-fc4refit-l5-q3-dense-gate-in,si_film,Si,2026-08-30,5,8,1,3,date,41,40.0,window,1.0,0.0,0.0,10.0,,,,,,no-solver-log,,,0.4946,0.4883,,,no-log-inputs,no-solver-log
si-conventional-100-fc4refit-l5-q3-dense-half-w05-seed,si_film,Si,2026-08-30,1,,,0,date+clamp,81,40.0,window,0.5,0.0,0.0,10.0,,,,1,,timeout,9,0.53179,0.4693,0.4693,,,superseded,gband=0;cells_per_block=unknown;timeout
si-conventional-100-fc4refit-l5-q3-dense-linear-w05-seed-m05,si_film,Si,2026-08-30,1,,,0,date+clamp,81,40.0,window,0.5,0.0,0.0,10.0,,,,1,,timeout,30,0.25085,0.0001,0.0,,,superseded,gband=0;cells_per_block=unknown;timeout
si-conventional-100-fc4refit-l5-q3-dense-linear-w05-seed-m10,si_film,Si,2026-08-30,1,,,0,date+clamp,81,40.0,window,0.5,0.0,0.0,10.0,,,,1,,timeout,25,0.42319,0.0001,0.0,,,superseded,gband=0;cells_per_block=unknown;timeout
si-conventional-100-fc4refit-l5-q3-dense-map-v2,si_film,Si,2026-08-30,1,40,7,0,date+clamp,41,40.0,window,1.0,0.0,0.0,10.0,,,,1,,incomplete,,1.0,0.2376,0.0,,,superseded,gband=0
si-conventional-100-fc4refit-l5-q3-dense-scba,si_film,Si,2026-08-30,1,40,7,0,date+clamp,41,40.0,window,1.0,0.0,0.0,10.0,,,,1,,incomplete,29,0.32103,0.4752,0.2375,,,superseded,gband=0
si-conventional-100-fc4refit-l5-q3-dense-scba-m001,si_film,Si,2026-08-30,1,40,7,0,date+clamp,41,40.0,window,1.0,0.0,0.0,10.0,,,,1,,timeout,9,0.2998,0.2376,0.2375,,,superseded,gband=0;timeout
si-conventional-100-fc4refit-l5-q3-jvp-ab,unknown,,2026-08-30,,,,3,date,,,,,,,,,,,,,crash+timeout,4,0.25858,0.0001,0.0,,,superseded,cells_per_block=unknown;crash;timeout
si-conventional-100-fc4refit-l5-q3-jvp-gpu-ab,unknown,,2026-08-30,,,,3,date,,,,,,,,,,,,,crash+timeout,4,0.25858,0.0001,0.0,,,superseded,cells_per_block=unknown;crash;timeout
si-conventional-100-fc4refit-l5-q3-r256-gate,si_film,Si,2026-08-30,1,40,7,,unknown,41,40.0,window,1.0,0.0,0.0,10.0,,,,,,no-log,,,0.0157,0.0039,,,no-log-inputs,no-solver-log
si-conventional-100-fc4refit-l5-q3-r256-map,si_film,Si,2026-08-30,1,40,7,0,date+clamp,41,40.0,window,1.0,0.0,0.0,10.0,,,,1,,incomplete,,1.0,0.2376,0.0,,,superseded,gband=0
si-conventional-100-fc4refit-l5-q3-s2cp256-gate,si_film,Si,2026-08-30,1,40,7,,unknown,41,40.0,window,1.0,0.0,0.0,10.0,,,,,,no-log,,,0.0157,0.0039,,,no-log-inputs,no-solver-log
si-conventional-100-fc4refit-l5-q3-s2cp256-map,si_film,Si,2026-08-30,1,40,7,0,date+clamp,41,40.0,window,1.0,0.0,0.0,10.0,,,,1,,incomplete,,1.0,0.2376,0.0,,,superseded,gband=0
si-conventional-100-fc4refit-l5-q5-dense-w025-in,si_film,Si,2026-08-30,1,,,,unknown,161,40.0,window,0.25,0.0,0.0,10.0,,,,,,no-log,,,0.0,0.0,,,analysis-only,no-solver-log
si-conventional-100-fc4refit-l5-q5-dense-w025-linear-m05-qleg,unknown,,2026-08-30,1,,,0,date+clamp,161,,window,,0.0,,,,,,1,,timeout,28,0.4839,0.0001,0.0,,,superseded,gband=0;cells_per_block=unknown;timeout
si-conventional-100-fc4refit-l5-q7-dense-w025-in,si_film,Si,2026-08-30,1,,,,unknown,161,40.0,window,0.25,0.0,0.0,10.0,,,,,,no-log,,,0.0,0.0,,,analysis-only,no-solver-log
si-conventional-100-l5-q13-ballistic-in,si_film,Si,2026-08-30,5,8,1,,unknown,641,20.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0054,0.0,,phonon/docs/phph_acceleration_review.md,no-log-inputs,no-solver-log
si-conventional-100-l5-q13-ballistic-s4,si_film,Si,2026-08-30,5,8,1,3,date,641,20.0,window,0.0,0.0,0.0,10.0,,,,1,yes,ballistic,2,0.0,0.1986,0.0,,phonon/docs/phph_acceleration_review.md,superseded,cells_per_block=1
si-conventional-100-l5-q17-ballistic-caroli,unknown,,2026-08-30,,,,3,date,,,,,,,,,,,,yes,crash+oom,,,0.0,0.0,,,analysis-only,no-solver-log
si-conventional-100-l5-q17-ballistic-caroli-q4,unknown,,2026-08-30,,,,3,date,,,,,,,,,,,,yes,crash+oom,,,0.0,0.0,,,analysis-only,no-solver-log
si-conventional-100-l5-q17-ballistic-caroli-s4,si_film,Si,2026-08-30,5,8,1,3,date,641,20.0,window,0.0,0.0,0.0,10.0,,,,1,yes,ballistic+crash+oom,,,0.3313,0.0,,,superseded,cells_per_block=1;crash;oom
si-conventional-100-l5-q17-ballistic-in,si_film,Si,2026-08-30,5,8,1,,unknown,641,20.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0086,0.0,,,no-log-inputs,no-solver-log
si-l10-q9-r128-micro5,si_film,Si,2026-08-29,2,10,5,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0081,0.0046,,,no-log-inputs,no-solver-log
si-l20-q9-r128-micro5,si_film,Si,2026-08-29,4,10,5,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0083,0.0045,,,no-log-inputs,no-solver-log
si-l30-q9-r128-micro5,si_film,Si,2026-08-29,6,10,5,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0086,0.0045,,,no-log-inputs,no-solver-log
si-l5-b3-jfnk-t001-q9-w40-dw025-t1e3,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,incomplete,119,0.07781,1.056,0.5247,,,superseded,gband=0
si-l5-b3-q9-w40-dw025-t1e3,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,incomplete,10,0.79432,0.5247,0.5247,,,superseded,gband=0
si-l5-b3-v025m05-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,19,9.4394e-05,1.0555,0.5247,,,superseded,gband=0
si-l5-b3-v0375fix-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,27,9.1675e-05,0.0062,0.0,,,superseded,gband=0
si-l5-b3-v050fix-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,29,8.4692e-05,0.0062,0.0,,,superseded,gband=0
si-l5-b3-v050save-m05-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,16,7.8671e-05,1.0555,0.5247,,,superseded,gband=0
si-l5-b3-v0625save-from50-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,30,8.6778e-05,1.0556,0.5247,,,superseded,gband=0
si-l5-b3-v06875save-from625-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,23,8.2988e-05,1.0555,0.5247,,,superseded,gband=0
si-l5-b3-v075save-from50-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,13,0.13869,0.5247,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v075save-from625-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,39,8.3279e-05,1.0556,0.5247,,,superseded,gband=0
si-l5-b3-v08125save-from6875-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,19,0.045832,0.5248,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v08125save-from75-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,33,8.9163e-05,1.0556,0.5247,,,superseded,gband=0
si-l5-b3-v0875save-from75-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,46,9.4273e-05,1.0557,0.5247,,,superseded,gband=0
si-l5-b3-v09375-aux025f80-lin01-from9375-q9,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,38,9.7707e-05,1.0556,0.5247,,,superseded,gband=0
si-l5-b3-v09375save-from8125-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,36,9.1743e-05,1.0556,0.5247,,,superseded,gband=0
si-l5-b3-v0953125-aux025f80-lin01-from953125-q9,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,27,9.5278e-05,1.0556,0.5247,,,superseded,gband=0
si-l5-b3-v0953125-broyden-from9375-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,10,0.02836,0.5247,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v0953125save-from9375-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,converged,73,9.6248e-05,1.0558,0.5247,phonon/studies/_si_kk_audit.py,phonon/docs/phph_acceleration_review.md,keep-referenced,gband=0
si-l5-b3-v09609375-aux025f80-lin01-from953125aux-q9,si_film,Si,2026-08-30,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,95,0.0097575,0.525,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v09609375-lin01-from953125-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,6,0.020999,0.5247,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v09609375save-from953125-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,18,0.0079218,0.5248,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v096875-affine2-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,11,0.035418,0.5247,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v096875-affine9375-953125-q9-w40-dw025-t1e4,unknown,,2026-08-29,,,,3,date,161,,,,,,,,,,,,no-solver-log,,,0.0,0.0,,,analysis-only,no-solver-log
si-l5-b3-v096875-aux025f80-lin01-from953125aux-q9,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,29,0.023453,0.5248,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v096875-jfnk-t005-from953125-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,8,0.070043,0.5247,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v096875-jfnk-w4-t005-from953125-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,17,0.020443,0.5247,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v096875-lin01-from953125-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,53,0.034472,0.5249,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v096875-rre8-from953125-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,11,0.036948,0.5247,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v096875save-from875-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,25,0.028093,0.5248,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v096875save-from9375-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,17,0.0236,0.5248,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v096875save-from953125-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,19,0.035931,0.5248,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v1-half-lin01-from953125-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,21,0.19687,0.5248,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v1-rpm-secant875-9375-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,41,0.97568,0.5248,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v1save-from875-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,9,0.093563,0.5247,0.5247,,,superseded,gband=0;timeout
si-l5-b3-v1save-from9375-q9-w40-dw025-t1e4,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,timeout,11,0.18529,0.5247,0.5247,,,superseded,gband=0;timeout
si-l5-ballistic-q13-w20-dw003125-caroli,unknown,,2026-08-29,1,,,0,date+clamp,641,20,window,,0,0,,0,0,,1,yes,ballistic,,0.0,0.0033,0.0,,,superseded,gband=0;cells_per_block=unknown
si-l5-ballistic-q13-w20-dw003125-dt5-caroli,unknown,,2026-08-29,1,,,0,date+clamp,641,20,window,,0,0,,0,0,,1,yes,ballistic,,0.0,0.0033,0.0,,phonon/docs/phph_acceleration_review.md,superseded,gband=0;cells_per_block=unknown
si-l5-ballistic-q17-w20-dw003125-caroli,unknown,,2026-08-29,1,,,0,date+clamp,641,20,window,,0,0,,0,0,,1,yes,ballistic,,0.0,0.0056,0.0,,phonon/docs/phph_acceleration_review.md,superseded,gband=0;cells_per_block=unknown
si-l5-ballistic-q7-w20-dw003125-caroli,unknown,,2026-08-29,1,,,0,date+clamp,641,20,window,,0,0,,0,0,,1,yes,ballistic,,0.0,0.001,0.0,,,superseded,gband=0;cells_per_block=unknown
si-l5-ballistic-q9-w20-dw0015625-caroli,si_film,Si,2026-08-29,1,10,5,0,date+clamp,1281,20,window,0.0,0,0,10.0,0,0,,1,yes,ballistic,,0.0,0.0032,0.0,,,superseded,gband=0
si-l5-ballistic-q9-w20-dw003125-caroli,si_film,Si,2026-08-29,1,10,5,0,date+clamp,641,20,window,0.0,0,0,10.0,0,0,,1,yes,ballistic,,0.0,0.0016,0.0,phonon/studies/_si_ballistic_mode_count.py,phonon/docs/phph_acceleration_review.md,keep-referenced,gband=0
si-l5-ballistic-q9-w20-dw00625-caroli,si_film,Si,2026-08-29,1,10,5,0,date+clamp,321,20,window,0.0,0,0,10.0,0,0,,1,yes,ballistic,,0.0,0.0008,0.0,,,superseded,gband=0
si-l5-ballistic-q9-w20-dw0125-caroli,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,20,window,0.0,0,0,10.0,0,0,,1,yes,ballistic,,0.0,0.0004,0.0,,,superseded,gband=0
si-l5-ballistic-q9-w40-dw0125-caroli,si_film,Si,2026-08-29,1,10,5,0,date+clamp,321,40,window,0.0,0,0,10.0,0,0,,1,yes,ballistic,,0.0,0.0008,0.0,,,superseded,gband=0
si-l5-ballistic-q9-w40-dw025-caroli,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,yes,ballistic,,0.0,0.0004,0.0,,,superseded,gband=0
si-l5-equilibrium-kms-map-q9-aux025f80,si_film,Si,2026-08-29,1,10,5,0,date+clamp,161,40,window,0.0,0,0,10.0,0,0,,1,,incomplete,,1.0,0.5307,0.0,,phonon/docs/phph_acceleration_review.md,superseded,gband=0
si-l5-q9-dense-in/out,unknown,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/scripts/si_micro_gate.py,,keep-referenced,no-solver-log
si-l5-q9-dense-qmap2,si_film,Si,2026-08-29,1,10,5,0,date+clamp,41,40,window,0.0,0,0.0,10.0,,,,1,,incomplete,,1.0,0.1352,0.0,,,superseded,gband=0
si-l5-q9-r128-in/out,unknown,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/scripts/si_micro_gate.py;phonon/studies/_si_ballistic_mode_count.py,phonon/docs/phph_acceleration_review.md,keep-referenced,no-solver-log
si-l5-q9-r128-recon-qmap,si_film,Si,2026-08-29,1,10,5,0,date+clamp,41,40,window,0.0,0,0.0,10.0,,,,1,,incomplete,,1.0,0.1352,0.0,,,superseded,gband=0
si-l5-q9-r64-in/out,unknown,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,,,analysis-only,no-solver-log
si-l8-current-timing2,si_film,Si,2026-08-28,8,2,1,3,date,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,1,0.00066434,0.0077,0.0,,,superseded,cells_per_block=1
si-l8-spatial,unknown,,2026-08-28,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,,,analysis-only,no-solver-log
si-l8x2-final,si_film,Si,2026-08-28,4,4,2,3,date,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,converged,16,0.00095112,0.0076,0.0,phonon/studies/_mixed_structure_review.py;phonon/studies/_nonuniform_production_review.py;phonon/studies/_prepare_nonuniform_production.py,phonon/docs/auxiliary_scba_production.md,keep-referenced,
si-l8x2-nu/out,unknown,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_nonuniform_production_review.py;phonon/studies/_prepare_nonuniform_production.py,,keep-referenced,no-solver-log
si-l8x2-old-fft-only-5203bb44,si_film,Si,2026-08-30,4,4,2,3,date,121,15.0,window,0.0,0.0,0.0,10.0,,,46.2,1,,incomplete,11,0.46629,8.0833,4.0379,,,superseded,extent-truncated=46.2%
si-l8x2-old-fullsupport-cont-0630327a,si_film,Si,2026-08-30,1,16,8,0,date+clamp,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,converged,48,0.00095317,0.0075,0.0,,,superseded,gband=0
si-l8x2-old-fullsupport-input-0630327a,si_film,Si,2026-08-30,1,16,8,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0153,0.0063,,,no-log-inputs,no-solver-log
si-l8x2-old-fullsupport-only2-0630327a,si_film,Si,2026-08-30,1,16,8,0,date+clamp,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,11,0.19751,7.0736,3.0284,,,superseded,gband=0
si-l8x2-old-repro-f8e5b38d,si_film,Si,2026-08-30,4,4,2,3,date,121,15.0,window,0.0,0.0,0.0,10.0,,,,1,,converged,2,0.00021828,8.0832,4.0379,,,keep-current,
si-l8x2-old-w40-cont-0630327a,si_film,Si,2026-08-30,4,4,2,3,date,321,40,window,0.0,0.0,0.0,10.0,,,,1,,timeout,41,0.0012037,0.0002,0.0,,,superseded,timeout
si-l8x2-old-w40-only-0630327a,si_film,Si,2026-08-30,4,4,2,3,date,321,40,window,0.0,0.0,0.0,10.0,,,,1,,incomplete,11,0.089804,21.4439,10.7121,,,keep-current,
si-l8x2-spatial,unknown,,2026-08-28,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,,phonon/docs/auxiliary_scba_production.md,analysis-only,no-solver-log
si-r128-gram-gpu-gate4,unknown,,2026-08-29,,,,3,date,,,,,,,,,,,,,no-solver-log,,,0.0,0.0,,,analysis-only,no-solver-log
si4x2,si_film,Si,2026-08-10,2,4,2,,unknown,121,28.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0008,0.0,phonon/studies/engine/obc_probe.sh,phonon/docs/attic/spatial_truncation_derivation.md;phonon/docs/cnt_observations.md;phonon/docs/pole_sector_observations.md;phonon/docs/report_removed.md;phonon/docs/report_rerun_backlog.md;phonon/docs/run_audit_2026-08.md;phonon/docs/spatial_representation.md,keep-referenced,no-solver-log
si_film,unknown,,2026-06-11,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0001,0.0,phonon/scripts/figures/si_film_conductance.py;phonon/scripts/figures/si_film_vs_guo.py;slides/plot_si_film_prod.py;tests/quatrex/phonon/test_audit_runs.py,phonon/docs/lab_notebook_archive.md,keep-referenced,no-solver-log
si_micro_L5_q9_dense,si_film,Si,2026-08-29,1,10,5,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.6615,0.6581,,,no-log-inputs,no-solver-log
si_micro_L5_q9_r128,si_film,Si,2026-08-29,1,10,5,,unknown,121,15.0,window,0.0,0.0,0.0,10.0,,,,,,no-log,,,0.0079,0.0045,,,no-log-inputs,no-solver-log
si_micro_L5_q9_r64/out,unknown,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,,,analysis-only,no-solver-log
sicensus,si_film,Si,2026-08-15,3,2,1,2,date+clamp,141,35.0,window,0.0,0.0,0.0,10.0,,,,3,,incomplete,2,0.00067481,0.1769,0.1654,phonon/studies/_si_census_report.py;phonon/studies/engine/si_census.sh,,keep-referenced,gband=2;cells_per_block=1
sichk_base/out,si_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_band_range_report.py;phonon/studies/_si_divergence.py;phonon/studies/engine/si_census.sh;phonon/studies/engine/si_ladder.sh,phonon/docs/attic/spatial_band_range.md;phonon/docs/attic/spatial_truncation_derivation.md;phonon/docs/observations_2026-08-15.md;phonon/docs/pole_sector_observations.md;phonon/docs/pole_solve_batching.md;phonon/docs/production_beds.md;phonon/docs/run_audit_2026-08.md;phonon/docs/spatial_representation.md,keep-referenced,no-solver-log
sichk_res/out,si_film,,,,,,,unknown,,,,,,,,,,,,,no-log,,,0.0,0.0,phonon/studies/_si_adaptive_fct_oracle.py,phonon/docs/adaptive_collision_followup.md;phonon/docs/pole_sector_observations.md,keep-referenced,no-solver-log
sifilm-L10/ball,si_film,Si,2026-07-13,10,,,1,date,121,15.0,,,0.4,0.0,10.0,,,,,yes,ballistic,,,0.0096,0.0,phonon/scripts/verify/_extract_decomposed_sse.py,,keep-referenced,no-solver-log
sifilm-L10/dense,si_film,Si,2026-07-13,10,,,1,date,121,15.0,,,0.4,0.0,10.0,,,,,,no-solver-log,,,0.0,0.0,phonon/scripts/verify/_extract_decomposed_sse.py,,keep-referenced,no-solver-log
